Name,Address,Email,Phone
Klinikschule Freiburg SBBZ mit Förderschwerpunkt Schüler in Krankenhausbehandl. ,Hauptstr. 8 79104 Freiburg im Breisgau,poststelle@04111521.schule.bwl.de,0761/270-68120
Kolping Bildungswerk e.V. Fachschule für Betriebswirtschaft ,Hildastr. 39 79102 Freiburg im Breisgau,,0761/389479-0
Kolping-Kolleg   ,Hildastr. 39 79102 Freiburg im Breisgau,poststelle@04303094.schule.bwl.de,0761 /706735
Lessing-Realschule   ,Lessingstr. 1 79100 Freiburg im Breisgau,poststelle@04119088.schule.bwl.de,0761 /201-7611
Lessingschule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen,Lessingstr. 1 79100 Freiburg im Breisgau,poststelle@04108637.schule.bwl.de,0761 /201-7581
Lindenbergschule Grundschule  ,Dorfgraben 6b 79112 Freiburg im Breisgau,poststelle@04145622.schule.bwl.de,07664/2014
Lorettoschule Grundschule  ,Lorettostr. 39a 79100 Freiburg im Breisgau,poststelle@04145397.schule.bwl.de,0761 /201-7533
Lortzing-Grundschule   ,Lortzingstr. 1 79106 Freiburg im Breisgau,poststelle@04145403.schule.bwl.de,0761 /2017535
Maria-Montessori-Schule Grundschule  ,Günterstalstr. 72 79100 Freiburg im Breisgau,poststelle@04312137.schule.bwl.de,0761 /7079771
Markgrafenschule Grundschule  ,Maierbuckallee 4 79112 Freiburg im Breisgau,poststelle@04145658.schule.bwl.de,07664/1580
Marta-Belstler-Schule Berufsfachschule für Alten- und Altenpflegehilfe und Heilerziehungspflege,Okenstr. 17 79108 Freiburg im Breisgau,,
Max-Weber-Schule Kaufmännische Schule II  ,Fehrenbachallee 14 79106 Freiburg im Breisgau,poststelle@04100699.schule.bwl.de,0761 /201-7801
Merian-Schule Hausw. und Sozialpäd. Schule  ,Rheinstr. 3 79104 Freiburg im Breisgau,poststelle@04103044.schule.bwl.de,0761 /201-7781
Michael-Schule Privates Sonderpädagogisches Bildungs- und Beratungszentrum emot. u. soziale Entwicklung,Kartäuserstr. 55 79104 Freiburg im Breisgau,poststelle@04309990.schule.bwl.de,0761 /383278
Montessori Zentrum Angell Freiburg  ,Mattenstr. 1 79100 Freiburg im Breisgau,poststelle@04300998.schule.bwl.de,0761/70329-113
Mooswaldschule Sonderpädagogisches Bildungs- und Beratungszentrum Emotionale u. soziale Entw.,Am Schneckengraben 14 79110 Freiburg im Breisgau,poststelle@04111363.schule.bwl.de,0761 /2017590
Mühlmattenschule Grundschule  ,Zu den Mühlmatten 8 79108 Freiburg im Breisgau,poststelle@04145580.schule.bwl.de,07665/2232
Paula Fürst Schule Freie Gemeinschaftsschule des Jugendhilfswerks Freiburg ,Helligestr. 2 79100 Freiburg im Breisgau,poststelle@04313762.schule.bwl.de,0761/888570510
"Paula Fürst Schule Private Grund-, Realschule und 3-jähriges Aufbaugymnasium ",Helligestr. 2 79100 Freiburg im Breisgau,,
Paul-Hindemith-Schule Grundschule  ,Am Hägle 5 79110 Freiburg im Breisgau,poststelle@04145373.schule.bwl.de,0761/201-7540
Pestalozzi-Grundschule   ,Staufener Str. 3 79115 Freiburg im Breisgau,poststelle@04145427.schule.bwl.de,0761 /2017392
Pestalozzi-Realschule   ,Staufener Str. 3 79115 Freiburg im Breisgau,poststelle@04119106.schule.bwl.de,0761 /201-7613
Private Fachschule für Sozialpädagogik  ,Basler Landstr. 30 79111 Freiburg im Breisgau,,
Private FT-Sport-Grundschule   ,Schwarzwaldstr. 181 79117 Freiburg im Breisgau,,0761/38991817
Private Kopernikus Grundschule   ,Obere Hardtstr. 12 79114 Freiburg im Breisgau,,
Private Visagistik- und Wellnessschule Freiburg ,Bettackerstr. 14 79115 Freiburg im Breisgau,,
Regenbogen Privatgrundschule   ,Runzstr. 83 79102 Freiburg im Breisgau,,0761/38097825
Regierungspräsidium Freiburg Abteilung 7 Schule und Bildung  ,Eisenbahnstr. 68 79098 Freiburg im Breisgau,abteilung7@rpf.bwl.de,0761/208-0
Reinhold-Schneider-Schule Offene Ganztagsgrundschule  ,Lindenmattenstr. 2 79117 Freiburg im Breisgau,poststelle@04145610.schule.bwl.de,0761/ 201-7548
Reiseakademie Dr. Glück Private Berufsfachschule  ,Yorckstr. 23 79110 Freiburg im Breisgau,,
Richard-Fehrenbach- Gewerbeschule  ,Friedrichstr. 51 79098 Freiburg im Breisgau,poststelle@04160799.schule.bwl.de,0761 /201-7952
Richard-Mittermaier-Schule Sonderpädagogisches Bildungs- und Beratungszentrum Geistige Entwicklung,Schützenallee 31 79102 Freiburg im Breisgau,poststelle@04165955.schule.bwl.de,0761/201-7320
Rotteck-Gymnasium   ,Lessingstr. 16 79100 Freiburg im Breisgau,poststelle@04105946.schule.bwl.de,0761 /201-7686
Schauinslandschule Grundschule  ,Moosmattenstr. 16 79117 Freiburg im Breisgau,poststelle@04145592.schule.bwl.de,0761 /67879
Schenkendorfschule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen,Eichendorffweg 2 79115 Freiburg im Breisgau,poststelle@04108649.schule.bwl.de,0761/201-7588
Schneeburgschule Grundschule  ,Andreas-Hofer-Str. 3 79111 Freiburg im Breisgau,poststelle@04145440.schule.bwl.de,0761/2017456
Schönbergschule Grundschule  ,Schulstr. 8 79111 Freiburg im Breisgau,poststelle@04145646.schule.bwl.de,0761/2017554
"Schubs - Privates Sonderpäd. Bildungs- und Beratungszentrum am Heim, emot. u. soz. Entw. der Waisenhausstiftung",Klosterplatz 2 b 79100 Freiburg im Breisgau,poststelle@04312447.schule.bwl.de,0761/29298917
Schule Günterstal Sonderpädagogisches Bildungs- und Beratungszentrum Geistige Entwicklung,Torplatz 5 79100 Freiburg im Breisgau,poststelle@04110589.schule.bwl.de,0761 /2017341
Schulkindergarten für besonders förderungsbedürftige Kinder ,Auggener Weg 73 79114 Freiburg im Breisgau,poststelle@04159967.schule.bwl.de,0761 /86119
Schulkindergarten für Erziehungshilfe  ,Auggener Weg 73 79114 Freiburg im Breisgau,poststelle@04159931.schule.bwl.de,0761 /201-7729
Schulkindergarten für Körperbehinderte  ,Lameystr. 4 79108 Freiburg im Breisgau,,
Schulkindergarten für Sprachbehinderte  ,Boelckestr. 9 79100 Freiburg im Breisgau,poststelle@04161573.schule.bwl.de,0761 4709536
Schulkindergarten Purzelbaum für Geistigbehinderte  ,Hofackerstr. 33 79110 Freiburg im Breisgau,,
Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Sprache ,Lortzingstr. 1 79106 Freiburg im Breisgau,poststelle@04111120.schule.bwl.de,0761 /2017597
Sonderschulkindergarten für Lernbehinderte  ,Wallstr. 13 79098 Freiburg im Breisgau,,0761 /32735
St. Ursula-Gymnasium   ,Eisenbahnstr. 45 79098 Freiburg im Breisgau,poststelle@04300792.schule.bwl.de,0761 /23747
St. Ursula-Schulen Freiburg   ,Hildastr. 41 79102 Freiburg im Breisgau,poststelle@04304098.schule.bwl.de,0761/88850030
Staatliches Schulamt Freiburg  ,Oltmannsstr. 22 79100 Freiburg im Breisgau,poststelle@ssa-fr.kv.bwl.de,0761/595249-500
Staudinger-Gesamtschule   ,Staudingerstr. 10 79115 Freiburg im Breisgau,poststelle@04158410.schule.bwl.de,0761/2017708
Theodor-Heuss-Gymnasium   ,Andreas-Hofer-Str. 1 79111 Freiburg im Breisgau,poststelle@04105971.schule.bwl.de,0761/201-7690
Tullaschule Grundschule  ,Offenburger Str. 12 79108 Freiburg im Breisgau,poststelle@04145488.schule.bwl.de,0761 / 201 7394
Tunibergschule Grundschule Opfingen ,Am Sportplatz 10 79112 Freiburg im Breisgau,poststelle@04145634.schule.bwl.de,07664/1555
Turnseeschule Grund- und Werkrealschule  ,Turnseestr. 14 79102 Freiburg im Breisgau,poststelle@04145506.schule.bwl.de,0761 /201-7563
United World College (UWC) Robert Bosch College Ergänzungsschule ,Kartäuserstr. 119 79104 Freiburg im Breisgau,,
"Vianova Privates Sonderpädagogisches Bildungs- und Beratungszentrum am Heim, emot. u. soz. Entw.",Günterstalstr. 59 79100 Freiburg im Breisgau,poststelle@04318516.schule.bwl.de,0761 76999-350
Vigeliusschule I Grundschule  ,Feldbergstr. 25a 79115 Freiburg im Breisgau,poststelle@04145518.schule.bwl.de,0761/201-7353
Vigelius-Schule II Gemeinschaftsschule  ,Feldbergstr. 25a 79115 Freiburg im Breisgau,poststelle@04145531.schule.bwl.de,0761 /201-7571
Volkshochschule Freiburg Abendgymnasium  ,Rotteckring 12 79098 Freiburg im Breisgau,poststelle@04303008.schule.bwl.de,0761/73023
Walter-Eucken-Gymnasium und Kaufmännische Schulen I  ,Glümerstr. 4 79102 Freiburg im Breisgau,poststelle@04100687.schule.bwl.de,0761/201-7812
Walther-Rathenau-Gewerbeschule   ,Friedrichstr. 51 79098 Freiburg im Breisgau,poststelle@04102039.schule.bwl.de,0761 /201-7942
Weiherhof-Realschule   ,Schlüsselstr. 5 79104 Freiburg im Breisgau,poststelle@04119118.schule.bwl.de,0761 /2017616
Weiherhof-Schule I Grundschule  ,Schlüsselstr. 5 79104 Freiburg im Breisgau,poststelle@04145543.schule.bwl.de,0761/201-7575
Wentzinger-Gymnasium   ,Falkenbergerstr. 21 79110 Freiburg im Breisgau,poststelle@04105983.schule.bwl.de,0761/201-7700
Wentzinger-Realschule   ,Falkenbergerstr. 21 79110 Freiburg im Breisgau,poststelle@04119131.schule.bwl.de,0761/201-7621
Werkstattschule Freiburg Private Berufsfachschule  ,Ensisheimer Str. 2a 79110 Freiburg im Breisgau,,
Lindtal-Schule Freudenberg Grundschule  ,Hauptstr. 260 97896 Freudenberg,poststelle@04128259.schule.bwl.de,09375/929969-0
Altenpflegeschule des Land- kreises Freudenstadt gGmbH  ,Wildbader Str. 20 72250 Freudenstadt,,
Christophorusschule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen,Ludwig-Jahn-Str. 32 72250 Freudenstadt,poststelle@04108066.schule.bwl.de,07441/9202101
Eduard-Spranger-Schule   ,Eugen-Nägele-Str. 40 72250 Freudenstadt,poststelle@04100389.schule.bwl.de,07441/920-2201
Falkenschule Realschule Freudenstadt  ,Bahnhofstr. 31 72250 Freudenstadt,poststelle@04119027.schule.bwl.de,07441/9195380
Forchenkopfschule Grundschule Freudenstadt ,Erwin-Hils-Weg 1 72250 Freudenstadt,poststelle@04132433.schule.bwl.de,07441/3316
Freie Waldorfschule Freudenstadt e.V.  ,Friedrich-List-Str. 14 72250 Freudenstadt,,07441 951295
Grundschule Dietersweiler   ,Muggengärtlestr. 35 72250 Freudenstadt,poststelle@04132147.schule.bwl.de,07441/6479
Hartranft-Grundschule   ,Bahnhofstr. 10 72250 Freudenstadt,poststelle@04132007.schule.bwl.de,07441/911165-11
Heinrich-Schickhardt-Schule   ,Eugen-Nägele-Str. 40 72250 Freudenstadt,poststelle@04101679.schule.bwl.de,07441/9202401
Kepler-Gymnasium   ,Ludwig-Jahn-Str. 54 72250 Freudenstadt,poststelle@04105302.schule.bwl.de,07441/86059600
Keplerschule Werkrealschule  ,Ludwig-Jahn-Str. 54 72250 Freudenstadt,poststelle@04160441.schule.bwl.de,07441/919514400
Luise-Büchner-Schule   ,Eugen-Nägele-Str. 40 72250 Freudenstadt,poststelle@04102830.schule.bwl.de,07441/920-2701
Oberlinhaus Freudenstadt   ,Wildbader Str. 20 72250 Freudenstadt,poststelle@04304062.schule.bwl.de,07441/910913
Theodor-Gerhardt-Schule GS   ,Ludwig-Jahn-Str. 50 72250 Freudenstadt,poststelle@04131994.schule.bwl.de,07441/919509200
Grundschule Freudental   ,Gartenstr. 19 74392 Freudental,poststelle@04116348.schule.bwl.de,07143/25160
Gemeinschaftsschule Frickenhausen  ,Dr.-Adenauer-Str. 21 72636 Frickenhausen,poststelle@04122609.schule.bwl.de,07022/94341-10
Grundschule Linsenhofen   ,Neuffener Str. 7 72636 Frickenhausen,poststelle@04122622.schule.bwl.de,07025/9097332
Kirchertschule Grundschule Tischardt ,Kirchertstr. 8 72636 Frickenhausen,poststelle@04122610.schule.bwl.de,07123/367633
Camphill Ausbildungen gGmbH   ,Lippertsreuter Str. 14a 88699 Frickingen,,07554/989827
Grundschule   ,Lippertsreuter Str. 10 88699 Frickingen,poststelle@04117286.schule.bwl.de,07554/8520
Grund- und Gemeinschaftsschule Obere Donau  ,Spitalweg 12 78567 Fridingen an der Donau,poststelle@04152237.schule.bwl.de,07463/99510
Vogelsangschule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen,Kirchberg 6 78567 Fridingen an der Donau,poststelle@04108674.schule.bwl.de,07463/990270
Grundschule Friedenweiler-Rötenbach  ,Friedenweilerstr. 11 79877 Friedenweiler,poststelle@04145932.schule.bwl.de,07654/577
Proseniore Fachschule für Altenpflege  ,Schloßplatz 3 79877 Friedenweiler,,07651/4980
Schulkindergarten für Sprachbehinderte Rötenbach ,Mühlenstr. 13 79877 Friedenweiler,,07654/77067
Abendrealschule   ,Meistershofener Str. 10 88045 Friedrichshafen,,
Albert-Merglen-Schule Grundschule  ,Heinrich-Heine-Str. 22/1 88045 Friedrichshafen,poststelle@04117353.schule.bwl.de,07541/24805
Bernd-Blindow-Schule Berufskolleg  ,Allmannsweilerstr. 104 88046 Friedrichshafen,poststelle@04312459.schule.bwl.de,07541 5012-0
Berufskolleg für Gesundheitstourismus  ,Charlottenstr. 12/2 88045 Friedrichshafen,,
Bodenseeschule St. Martin Freie Kath. Schule Grund- u. Werkrealschule ,Zeisigweg 1 88045 Friedrichshafen,poststelle@04300378.schule.bwl.de,07541/9216-0
Claude-Dornier-Schule Gewerbl. Schule  ,Steinbeisstr. 26 88046 Friedrichshafen,poststelle@04102350.schule.bwl.de,07541/7003330
Diakonisches Institut für soziale Berufe Berufsfachschu. für Altenpflege und Alten- pflegehilfe Friedrichshafen,Karlstr. 9 88045 Friedrichshafen,,07541 3990910
Don-Bosco-Schule Grundschule Ettenkirch  ,Gregor-Schwake-Str. 11 88048 Friedrichshafen,poststelle@04117390.schule.bwl.de,07546/1274
Droste-Hülshoff-Schule Haus- u. Landw. Schule  ,Steinbeisstr. 20-26 88046 Friedrichshafen,poststelle@04103305.schule.bwl.de,07541/7003550
Gemeinschaftsschule Graf Soden  ,Meistershofener Str. 10 88045 Friedrichshafen,poststelle@04120224.schule.bwl.de,07541/3748-0
Gemeinschaftsschule Schreienesch  ,Vogelsangstr. 23 88046 Friedrichshafen,poststelle@04117377.schule.bwl.de,0 75 41 / 30 19 60
Graf-Zeppelin-Gymnasium   ,Katharinenstr. 20 88045 Friedrichshafen,poststelle@04111636.schule.bwl.de,07541/37550
Grundschule Ailingen   ,Fohlenstr. 21 88048 Friedrichshafen,poststelle@04117389.schule.bwl.de,07541/502113
Grundschule Fischbach   ,Zeppelinstr. 270 88048 Friedrichshafen,poststelle@04117407.schule.bwl.de,07541/409130
Grundschule Kluftern   ,Markdorfer Str. 97 88048 Friedrichshafen,poststelle@04117419.schule.bwl.de,07544/4597
Hugo-Eckener-Schule Kaufm. Schule  ,Steinbeisstr. 20-26 88046 Friedrichshafen,poststelle@04101023.schule.bwl.de,07541/7003770
Inlingua Sprachschule   ,Bahnhofplatz 1 88045 Friedrichshafen,,07541/2868-0
Karl-Maybach-Gymnasium   ,Maybachplatz 2 88045 Friedrichshafen,poststelle@04111648.schule.bwl.de,07541/38650
Ludwig-Dürr-Schule Grund- u. Werkrealschule  ,Waggershauser Str. 37 88045 Friedrichshafen,poststelle@04117365.schule.bwl.de,07541/60405-0
Mädchen- u. Jungenrealschule St. Elisabeth  ,Werastr. 23 88045 Friedrichshafen,poststelle@04300500.schule.bwl.de,07541/380610
Merian-Schule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen,Merianstr. 1 88045 Friedrichshafen,poststelle@04109435.schule.bwl.de,07541/38582-30
Pestalozzi-Schule Grund- u. Werkrealschule  ,Allmandstr. 15 88045 Friedrichshafen,poststelle@04117316.schule.bwl.de,07541/38 79 83 00
Privates sonderpädagogisches  Bildungs- u. Beratungszentrum  FSP Sprache ,Stauffenbergstr. 2 88046 Friedrichshafen,poststelle@04314080.schule.bwl.de,0 75 41 / 7 42 48
Realschule Ailingen   ,Fohlenstr. 21 88048 Friedrichshafen,poststelle@04120236.schule.bwl.de,07541/502111
Schule am See Privates sonderpädagogisches Bildungs- und Beratungszentrum körperl.u.motor. Entwicklung,Zeppelinstr. 255/1 88048 Friedrichshafen,poststelle@04317287.schule.bwl.de,0 75 41 / 5 02 76 14
Schulkindergarten für Geistigbehinderte  ,Zeppelinstr. 255/1 88048 Friedrichshafen,poststelle@04159529.schule.bwl.de,07541/28997-0
SIS Swiss International School   ,Fallenbrunnen 1 88045 Friedrichshafen,poststelle@04317160.schule.bwl.de,07541 95437-0
Sozialwissenschaftl. Gymnasium St. Martin Freie Katholische Schule ,Zeisigweg 1 88045 Friedrichshafen,poststelle@04318620.schule.bwl.de,07541/9216-0
Tannenhag-Schule Sonderpädagogisches Bildungs- und Beratungszentrum Geistige Entwicklung,Zeppelinstr. 255/1 88048 Friedrichshafen,poststelle@04110802.schule.bwl.de,07541 28997-0
Grundschule Friesenheim   ,Friedhofstr. 5 77948 Friesenheim,poststelle@04156966.schule.bwl.de,07821/997896
Grundschule Oberschopfheim   ,Schulstr. 14 77948 Friesenheim,poststelle@04155846.schule.bwl.de,07808/2747
Grundschule Oberweier   ,Talstr. 1 77948 Friesenheim,poststelle@04155858.schule.bwl.de,07821/61743
Werkreal- und Realschule Friesenheim  ,Friedhofstr. 5 77948 Friesenheim,poststelle@04156954.schule.bwl.de,07821/920300
Grundschule   ,Eichenstr. 28 71292 Friolzheim,poststelle@04132962.schule.bwl.de,07044/9511020
Leintalschule - Grundschule   ,Leimtalstr. 6 78665 Frittlingen,poststelle@04152249.schule.bwl.de,07426/962425
Grundschule Blitzenreute   ,Bauhofstr. 41 88273 Fronreute,poststelle@04142748.schule.bwl.de,07502/943800
Grundschule Fronhofen   ,Kornstr. 11 88273 Fronreute,poststelle@04142761.schule.bwl.de,07505/95670
Anne-Frank-Grundschule   ,Ilbenstr. 14-16 78120 Furtwangen im Schwarzwald,poststelle@04151221.schule.bwl.de,07723/913020
Anne-Frank-Schule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen,Ilbenstr. 16-18 78120 Furtwangen im Schwarzwald,poststelle@04108686.schule.bwl.de,07723/913020
"Bregtalschule Privates Sonderpädagogisches Bildungs- und Beratungszentrum m. Internat, FSP geist. Entw.",Dilgerhofweg 13 78120 Furtwangen im Schwarzwald,poststelle@04301541.schule.bwl.de,07723/93210
Friedrich-Schule Grundschule  ,Friedrichstr. 19 78120 Furtwangen im Schwarzwald,poststelle@04151233.schule.bwl.de,07723/912-826
Grundschule Neukirch   ,Schulstr. 7 78120 Furtwangen im Schwarzwald,poststelle@04163685.schule.bwl.de,07723/4740
Otto-Hahn-Gymnasium mit RSZ   ,Colnestr. 6 78120 Furtwangen im Schwarzwald,poststelle@04105995.schule.bwl.de,07723/50476-0
Robert-Gerwig-Schule Gewerbl. und Kaufm. Schule  ,Am Engelgrund 4 78120 Furtwangen im Schwarzwald,poststelle@04100705.schule.bwl.de,07723/9301-0
Schulkindergarten für Geistigbehinderte an der Heimsonderschule Furtwangen ,Dilgerhofweg 13 A 78120 Furtwangen im Schwarzwald,,07723/93210
Staatliche Berufsfachschule Gewerbliche Schule  ,Am Engelgrund 4 78120 Furtwangen im Schwarzwald,poststelle@04102064.schule.bwl.de,07723/9301-0
Werkrealschule am Ilben   ,Ilbenstr. 10 78120 Furtwangen im Schwarzwald,poststelle@04160465.schule.bwl.de,07723/913452
Bernsteingrundschule Sulzbach   ,Straußgasse 6 76571 Gaggenau,poststelle@04143285.schule.bwl.de,07225/75759
Carl-Benz-Schule   ,Konrad-Adenauer-Str. 4 76571 Gaggenau,poststelle@04101680.schule.bwl.de,07225/91678300
Eberstein-Grundschule Selbach   ,Erlengasse 8 76571 Gaggenau,poststelle@04143273.schule.bwl.de,07225/3761
Eichelberg-Grundschule   ,Mühlstr. 21-23 76571 Gaggenau,poststelle@04143261.schule.bwl.de,07225/96030
Erich-Kästner-Schule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen,Mühlstr. 25 76571 Gaggenau,poststelle@04108078.schule.bwl.de,07225/1589
Goethe-Gymnasium   ,Gutenbergstr. 6 76571 Gaggenau,poststelle@04105314.schule.bwl.de,07225/96050
Grundschule Hörden   ,Hördener Str. 43 76571 Gaggenau,poststelle@04143327.schule.bwl.de,07224/1794
Grundschule Michelbach   ,Karl-Stricker-Str. 5 76571 Gaggenau,poststelle@04143339.schule.bwl.de,07225/72560
Grundschule Oberweier   ,Ortsstr. 58 76571 Gaggenau,poststelle@04143236.schule.bwl.de,07222/47041
Hans-Thoma-Grundschule   ,Schulstr. 3 76571 Gaggenau,poststelle@04143224.schule.bwl.de,07225/916680
Hebelschule   ,Körnerstr. 44 76571 Gaggenau,poststelle@04143212.schule.bwl.de,07225/96010
Merkurschule Gemeinschaftsschule  ,Furtwänglerstr. 15 76571 Gaggenau,poststelle@04143248.schule.bwl.de,07225/96040
Realschule Gaggenau Schulzentrum Dachgrub  ,Mühlstr. 25a 76571 Gaggenau,poststelle@04118230.schule.bwl.de,07225/96020
Kirchwaldschule Grundschule  ,Hauptstr. 44 69251 Gaiberg,poststelle@04141458.schule.bwl.de,06223/49282
Hermann-Hesse-Schule Grund- und Werkrealschule  ,Schulstr. 2 78343 Gaienhofen,poststelle@04161354.schule.bwl.de,07735/9191916
"Schloss Gaienhofen Ambrosius-Blarer-Gymnasium, Wirtschaftsgym. und Realschule ",Schloßstr. 8 78343 Gaienhofen,poststelle@04300871.schule.bwl.de,07735/812-0
Bühläckerschule Unterrot Grundschule  ,Oskar-Bamberg-Str. 14 74405 Gaildorf,poststelle@04127474.schule.bwl.de,07971/5755
Grundschule Eutendorf-Ottendorf  ,Hohbühl 2 74405 Gaildorf,poststelle@04127486.schule.bwl.de,07971/3830
Parkschule Grund- und Werkrealschule  ,Schloßstr. 26 74405 Gaildorf,poststelle@04127450.schule.bwl.de,07971/253-400
Peter-Härtling-Schule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen,Hohbühl 2 74405 Gaildorf,poststelle@04106896.schule.bwl.de,07971/3990
